framenr,kanji,keyword,public,last_edited,story
1333,顎,"chin",0,2014-10-21 09:25:48,"On the left, the primitive for crocodile (see {21666} for explanation).  Thus: the *crocodile's* most prominent feature of its *head* is its long chin. (The tears that roll down over the chin come close second.) There it is, with its nostrils poking above the water, saying, 'come here, by the hairs on my chinny-chin chin.' [thx synewave]"
1334,汚,"dirty",0,2013-12-29 16:03:09,"Washing your dirty snare in water, the extra line represents the water level as you submerge the snare."
1335,与,"bestow",0,2013-12-29 16:05:47,"In The Legend of Zelda Ocarina of Time, *one* of the first weapons bestowed on Link was the *slingshot*."
1336,写,"copy",0,2013-12-29 16:06:44,"A *crown* was *bestowed* to the British royalty museum, but it was only a copy."
1337,身,"somebody",0,2014-01-01 02:55:07,"somebody was just looking for you.  He had a long nose that reaches down below his mouth, and a long jaw that sticks out past his nose, and a scar across his face."
1338,射,"shoot",0,2014-01-01 02:56:31,"The aim of shooting is to end up with a bullet stuck in someone's body."
1339,謝,"apologize",0,2014-01-01 02:59:01,"In the Wild West it's *shoot* first, apologize later, but in Japan the *words* come first - so polite!"
1340,老,"old man",0,2014-01-01 03:01:34,"An old man, wondering what it's like in a grave, *sits* in a freshly dug plot.  When a gravekeeper mistakes him for dead and begins burying him with *soil*, the old man saves himself by flailing his *walking stick* in the air."
1341,考,"consider",0,2014-01-01 03:02:53,"Before shooting an *old man* with a *slingshot*, one shold carefully consider the possible consequences."
1342,孝,"filial piety",0,2014-01-01 03:05:05,"+dilandau23: This *child* has taken filial piety to the next level.  He is actually carrying the *old man* on his shoulders. 

There is a picture of a statue depicting this here http://en.wikipedia.org/wiki/Filial_piety"
1343,教,"teach",0,2014-01-01 03:05:49,"In early Japan, *filial piety* was the cornerstone of education, and harsh *taskmasters* were employed to teach it."
1344,拷,"torture",0,2014-01-01 03:08:32,"Pulling finger nails is considered to be the most common kind of torture."
1345,者,"someone",0,2014-01-01 03:19:02,"I find the best way of memorizing this kanji is in conjunction with the Japanese compound
for #ninja#: 

忍者  -- i.e. someone who #endures# (see FRAME 597 for the kanji 忍). A 忍者  is not just a  身 (somebody), it's 者 who can 忍 great 拷!"
1346,煮,"boil",0,2014-01-01 03:33:35,"There is a lesser known voodoo practice of boiling a *puppet* over an *oven fire*, to really make your victim feel the heat!"
1347,著,"renowned",0,2014-01-01 07:32:49,"if you put *flowers* on your *voodoo doll* that person will become renowned"
1348,箸,"chopsticks",0,2024-02-10 08:50:35,"I am SOMEONE who uses BAMBOO CHOPSTICKS"
1349,署,"signature",0,2014-01-01 13:26:24,"Before giving your SIGNATURE to accept the puppet, you should EYE over the puppet for any damages, then give your SIGNATURE."
1350,暑,"sultry",0,2014-01-01 08:18:21,"[from decamer0n]  This is the kanji for atsui (暑い) as in hot.  If you've ever been in Japan in the summer no doubt you have heard hoards of people bellowing ""Atsui!  Atsui!""  Here you are laying with your *love doll* under the hot *sun.*  Luckily the manufacturers were smart and when the doll got to hot it would bellow ""Atsui!  It's so sultry!"""
1351,諸,"various",0,2014-01-01 08:33:27,"Imagine a wacky *variety* show on TV (i.e. *talk* show) where *puppets* are invited to *talk* about various topics. Here I use the expression ""a *variety* show"" to remember the particular keyword, and also keep it distinct from {562}."
1352,猪,"boar",0,2014-01-01 12:32:44,"Boar hunting has been quite popular but under pressure from PETA, the hunters had to replace the real boar with a mechanical puppet for the pack of dogs to catch."
1353,渚,"strand",0,2014-01-01 12:34:09,"I was stranded on a desert island surrounded by water for hundreds of miles on end. I wasn't upset though - I had my love doll!  What a great strand of sand to be stranded on - just me and my love doll!"
1354,賭,"gamble",0,2014-01-01 12:39:05,"People who gamble compulsively are like puppets controlled by money."
1355,峡,"gorge",0,2014-01-01 12:41:19,"A #gorge# is where God has cut into a *mountain* with a pair of *scissors*. (synewave,6-10-2006) http://www.travelblog.org/Photos/197361.html"
1356,狭,"cramped",0,2014-01-01 13:48:30,"A *pack of wild dogs*, waiting in a very cramped waiting room,  to get their hair cut by *Edward Scissors Hands*, who is very popular."
1357,挟,"sandwiched",0,2014-01-01 13:52:16,"挟まる 【はさまる】 (v5r,vi) to get between; to be caught in; (P) Story: You know how in tokyo there are those really packed trains where train staff in gloves shove people in? Well imagine being sandwiched in so tight, that when the doors close, only your FINGERS are sticking out. The train staff have no choice... they must cut them off with SCISSORS =( snip snip.."
1358,頬,"cheek",0,2014-10-21 14:22:54,"The Joker from Batman had his cheeks cut with scissors to give him that eternal smile.  Now the Joker isn't right in the head."
1359,追,"chase",0,2014-01-01 14:01:14,"*Maestro*, coattails flapping wildly, is being #chase#d down the *road* by his fans."
1360,阜,"large hill",0,2014-10-21 14:22:38,"The *maestro* lives on top of a large hill so that he can play music at over *ten* decibels without anyone giving a damn."
1361,師,"expert",0,2014-01-01 14:09:54,"A *maestro* in a large auditorium with high *ceilings* is conducting his orchestra of expert musicians at a fever-pitch, sweat pouring out of him. When the piece is over he reaches for his *towel* to wipe his brow."
1362,帥,"commander",0,2014-01-01 14:13:44,"I like to recall commander in conjuntion with *expert.* Both are *maestros* with *towels* -- however, there is no upper limit (no *ceiling*) to what a commander can achieve in comparison to a mere expert."
1363,官,"bureaucrat",0,2014-01-01 14:30:30,"No one likes classical music anymore. Our *Maestro* is here at *home* without his baton sighing sadly before he heads off for another day as his new job as a bureaucrat."
1364,棺,"coffin",0,2014-01-01 14:33:00,"An excellent use of  *wood* is to make coffins for *bureaucrat*s."
1365,管,"pipe",0,2014-01-01 14:34:46,"Japanese *bureaucrats* send all their messages through an inter-office *bamboo* pipe system."
1366,父,"father",0,2014-01-01 14:36:56,"Not to confuse anyone, but I think if you put your mind to it, you can see the image of a father here. The first two strokes take on the form of his eye brows, and the third and fourth stroke make up the nose and mustache."
1367,釜,"cauldron",0,2014-10-21 14:20:48,"Whilst on holiday, my *father* was captured by cannibals and put in a *metal* cauldron."
1368,交,"mingle",0,2014-01-01 14:39:40,"Even though your FATHER is an old man, he can`t give up his party lifestyle. Once a week he still dons his cool TOP HAT (well, it was cool 40 years ago) and goes out on the town to MINGLE with the ladies.  

This is a pretty common thing in Japan, where old motherfuckers still think they can pick up 19 year old girls."
1369,効,"merit (efficacy)",0,2014-01-01 14:43:32,"Once again Heisig makes a keyword that doesn't make much sense.  The real meaning is #effect#/#efficacy# (take your pick).  My dad tried out both wearing a top hat and doing some body-building for his muscles to see which was more efficacious ."
1370,較,"contrast",0,2024-03-08 08:38:53,"*Cars mingle* in traffic jams, in contrast people *mingle* at parties."
1371,校,"exam",0,2014-01-03 16:02:03,"I ""*WOOD MINGLE*"", but I have an exam. Ha ha ha."
1372,足,"leg",0,2014-01-01 14:56:32,"Tip : best avoid the generic image of a human leg, and use that of a *wooden leg*. As a primitive, the image of a pirate can easily stand for the *wooden leg*. As for this kanji, I think James Heisig provided a story, which worked well enough for me."
1373,促,"stimulate",0,2016-12-18 15:44:33,"You stimulate a person by giving him a kick in the butt"
1374,捉,"nab",0,2014-10-21 14:18:05,"i felt a *finger* on my *leg* as someone tried to nab my wallet"
1375,距,"long-distance",0,2014-01-03 16:25:21,"You can step a long-distance if you have gigantic wooden legs (stilts)"
1376,路,"path",0,2014-01-03 16:28:35,"I have a wooden leg for each type of path. One with a rubber stopper at the end for absorbing shocks on paved paths, and one with a wide foot to distribute weight better on mud paths."
1377,露,"dew",0,2014-01-03 16:29:07,"After the *rain* the *path* was covered with dew"
1378,跳,"hop",0,2014-01-03 16:29:54,"A turtle with a wooden leg needs to hop to get around."
1379,躍,"leap",0,2014-01-03 16:32:48,"The *turkey* with a *peg leg* is trying to leap across the canyon.  He flaps his wings wildly and *feathers * fly but he doesn't make it."
1380,践,"tread",0,2014-01-03 16:34:28,"Pirates must tread carefully when walking on *parade floats*, so as not to break through the weak plaster with their *wooden legs*."
1381,踏,"step",0,2014-01-03 16:35:31,"You have to watch your step when moving your *leg* on a *watery day*."
1382,踪,"trail",0,2024-02-17 15:54:02,"The #trail# of the *wooden leg religion* was very easy to follow, since all its followers have wooden legs."
1383,骨,"skeleton",0,2014-01-03 16:38:16,"The most awesome pictograph ever: It's a guy going through an x-ray examination. The crown primitive depicts a glowing power field that goes from the top of this head down to the floor, progressively revealing his *skeleton*. Now, it's at the position of his shoulders, so everything below it is still *flesh*."
1384,滑,"slippery",0,2014-01-03 16:38:59,"Slippery surfaces are very dangerous for skeletons, since their bone feet slip easily... a few drops of water, and zweep! A large mess of bones to pick up and reassemble!"
1385,髄,"marrow",0,2024-02-17 15:55:53,"*Skeletons* *possess* marrow  in their inner *roads*."
1386,禍,"calamity",0,2014-01-03 16:57:06,"Truely a calamity for an undead wedding, just as he may kiss the bride at the *altar*, he loses his *jawbone*"
1387,渦,"whirlpool",0,2014-01-03 16:58:12,"Grampa's flushing the toilet, when his denture (Jawbone) pops out and gets sucked down the whirlpool!"
1388,鍋,"pot",0,2014-10-21 14:23:25,"A gruesome kind of cauldron that Snape might have used is a *metal* pot in the shape of a *skull*

A metall pot with non-thermoconductive jawbones as handholds."
1389,過,"overdo",0,2014-01-03 16:59:19,"In 'American History X' Edward Norton's character #overdoes# it when he makes the dude that tried to steal his car lie face down with his *jawbone* open over the pavement of the *roadway* and then stamps on the back of his head. My teeth still tingle when I think of that!"
1390,阪,"Heights",0,2014-01-06 10:23:16,"If you're scared of #Heights#, you don't want to stay at *The Pinnacle*; you are *anti-* *The Pinnacle*.

Primitive: *The Pinnacle* is a dream-like gated community at the top of a mount. This allows for innumerable stories for all the kanji with this primitive  since you have a whole city to work with. Also prevents confusion with ""mountain""."
1391,阿,"Africa",0,2014-01-06 10:24:20,"*Can* you see Africa from *The Pinnacle*? I *can*! I *can*!"
1392,際,"occasion",0,2024-02-18 16:15:32,"On occasian, *rituals* are held at the very tip of *The Pinnacle*."
1393,障,"hinder",0,2014-01-06 11:52:18,"At the #pinnacle# I was awarded a #badge# so big that it hinders my movement."
1394,隙,"chink",0,2014-10-23 07:56:17,"They won't let me in *The Pinnacle*, but I can see a *little* bit of *sun* through this *little* #chink# in the wall. Hmm, maybe I could make this #chink# bigger..."
1395,随,"follow",0,2014-01-06 11:53:41,"This story is about lemmings. when the first takes a road that falls off a pinnacle, the rest follow as if possessed."
1396,陪,"auxiliary",0,2014-01-06 11:56:01,"When you climb the *pinnacle* you'll need to take a *muzzle* of auxiliary oxygen."
1397,陽,"sunshine",0,2014-01-06 11:57:29,"A kid is perched on a *pinnacle* with his *piggy bank*. He uses the coins to catch the sunshine, and redirect it into people's eyes, far below."
